Color,Condition,Cylinders,Drive,Fuel,Make,Model,Odometer,Price,Title,Transmission_Automatic,Year
White,Like New,8,Rwd,Gas,Chevrolet,Corvette,11000,44500,Rebuilt,1,2019
Silver,Like New,4,Rwd,Gas,Bmw,Z3,126000,6990,Clean,1,1996
Blue,Like New,4,Fwd,Gas,Kia,Soul,39000,9500,Clean,1,2017
Green,Like New,4,Fwd,Gas,Honda,Element,125000,5990,Clean,1,2006
Black,Like New,6,Fwd,Gas,Honda,Accord,55000,14950,Clean,1,2017
Blue,Like New,6,Rwd,Gas,Nissan,Pathfinder,95000,5990,Clean,1,2006
White,Good,4,Fwd,Gas,Chrysler,Pt,126400,2300,Clean,1,2009
White,Good,4,Fwd,Gas,Ford,Transit,115972,12900,Clean,1,2013
Red,Fair,4,Fwd,Gas,Ford,Focus,135000,3500,Clean,1,2016
Green,Good,4,Fwd,Gas,Nissan,Altima,140000,2800,Clean,1,2006
White,Good,6,4Wd,Gas,Mercedes,C300,110000,5800,Rebuilt,1,2014
Black,Like New,10,Rwd,Gas,Ford,E350,117800,45000,Clean,1,2011
White,Like New,6,Rwd,Gas,Dodge,Challenger,77850,19900,Clean,1,2016
Red,Good,6,Rwd,Gas,Porsche,Boxster,74260,13500,Rebuilt,0,2002
White,Excellent,4,Fwd,Gas,Kia,Forte,110000,5400,Rebuilt,1,2014
Black,Good,8,4Wd,Gas,Porsche,Cayenne,194000,13500,Clean,1,2008
Purple,Excellent,4,Fwd,Gas,Nissan,Altima,160000,4250,Rebuilt,1,2010
White,Good,8,Fwd,Gas,Chevrolet,Silverado,166345,7999,Clean,1,2006
Silver,Good,6,Fwd,Gas,Pontiac,G6,213421,3450,Clean,1,2006
Silver,Good,6,Fwd,Gas,Hyundai,Santa,135000,2200,Clean,1,2001
Blue,Like New,8,Fwd,Gas,Ford,Expedition,190000,5400,Rebuilt,1,2008
Green,Like New,4,Fwd,Gas,Fiat,500,9,5250,Rebuilt,1,2014
Silver,Like New,6,Fwd,Gas,Toyota,Avalon,246475,2750,Clean,1,2000
Orange,Good,4,Rwd,Gas,Jeep,Patriot,135000,4000,Rebuilt,1,2008
Red,Good,6,Fwd,Gas,Nissan,Pathfinder,100221,15990,Clean,1,2016
Grey,Excellent,6,Fwd,Gas,Nissan,Altima,88000,7500,Clean,1,2013
Brown,Like New,4,Fwd,Gas,Honda,Accord,65000,15000,Rebuilt,1,2017
Black,Good,4,Fwd,Gas,Honda,Civic,116098,9500,Rebuilt,1,2015
Black,Excellent,4,Fwd,Gas,Chevrolet,Cruze,111000,5600,Clean,1,2013
Black,Good,6,4Wd,Gas,Audi,Q7,124863,9500,Clean,1,2011
Black,Excellent,8,4Wd,Gas,Lexus,Gx,228000,12900,Clean,1,2005
White,Fair,8,Fwd,Gas,Ford,Crown,153000,2000,Clean,1,2007
Black,Like New,4,4Wd,Gas,Nissan,Rogue,79000,15800,Clean,1,2018
Grey,Excellent,6,Rwd,Gas,Ford,F150,31500,30500,Clean,1,2017
Grey,Excellent,6,Rwd,Gas,Ford,F150,31500,30500,Clean,1,2017
Custom,Excellent,6,Fwd,Gas,Nissan,Maxima,146700,2100,Lien,1,1998
Black,Excellent,4,Fwd,Gas,Ford,Explorer,103000,15000,Clean,1,2013
Blue,Excellent,4,Fwd,Gas,Honda,Fit,135000,4400,Clean,1,2008
Orange,Excellent,8,4Wd,Gas,Hummer,H2,200000,10000,Clean,1,2004
Brown,Like New,10,Rwd,Gas,Ford,Expedition,143858,12500,Salvage,1,2000
White,Like New,8,Rwd,Gas,Chevrolet,Express,79000,12900,Clean,1,2014
Blue,Excellent,6,Fwd,Gas,Chrysler,Town,145321,3995,Clean,1,2006
White,Excellent,4,4Wd,Gas,Honda,Crv,37500,23500,Clean,1,2017
Black,Excellent,6,Rwd,Gas,Infiniti,Fx35,111,11900,Clean,1,2011
Silver,Excellent,8,4Wd,Gas,Hummer,H2,144162,15900,Clean,1,2003
Silver,Excellent,4,Fwd,Gas,Toyota,Corolla,47400,14200,Rebuilt,1,2019
Grey,Good,6,Rwd,Gas,Bmw,330Ci,59000,9995,Clean,1,2002
White,Good,4,Fwd,Gas,Toyota,Corolla,200000,2500,Clean,1,1999
White,Like New,8,4Wd,Gas,Dodge,Ram,61680,4000,Rebuilt,1,2019
White,Like New,6,Fwd,Gas,Dodge,Charger,52154,3000,Clean,1,2017
Black,Excellent,5,4Wd,Gas,Hummer,H3,156100,10000,Clean,1,2007
White,Excellent,4,Rwd,Gas,Chevrolet,Colorado,98500,15200,Clean,0,2017
White,Excellent,6,4Wd,Gas,Nissan,Murano,42611,23295,Rebuilt,1,2019
Red,Like New,4,Rwd,Gas,Chevrolet,Colorado,33000,19295,Rebuilt,1,2018
Black,Excellent,4,4Wd,Gas,Chevrolet,Equinox,18000,19295,Rebuilt,1,2020
Brown,Like New,4,Rwd,Gas,Audi,A5,48000,17295,Rebuilt,1,2015
Blue,Like New,4,Fwd,Gas,Toyota,Rav4,20000,22295,Rebuilt,1,2019
Blue,Like New,4,Fwd,Gas,Buick,Encore,1645,19295,Rebuilt,1,2020
Grey,Excellent,4,Fwd,Gas,Nissan,Maxima,65000,13500,Rebuilt,1,2017
Blue,Excellent,6,Rwd,Gas,Lexus,Is,159856,6850,Clean,1,2008
Grey,Excellent,4,Fwd,Gas,Toyota,Camry,129300,13500,Clean,1,2017
White,Excellent,4,Fwd,Gas,Kia,Soul,101200,13500,Rebuilt,1,2018
White,Excellent,4,Fwd,Gas,Nissan,Sentra,75000,2250,Clean,1,2005
White,Good,6,Rwd,Gas,Dodge,Challenger,154000,13500,Clean,1,2013
Black,Good,8,4Wd,Gas,Chevrolet,Silverado,224000,11000,Clean,1,2011
Yellow,Good,6,4Wd,Gas,Kia,Sorento,128497,3600,Clean,1,2005
Brown,Like New,6,Fwd,Gas,Toyota,Avalon,162000,2950,Clean,1,2000
Black,Good,8,4Wd,Gas,Ford,F150,177000,18000,Clean,1,2013
White,Good,4,Fwd,Gas,Nissan,Juke,30000,13000,Clean,1,2015
White,Good,6,Fwd,Gas,Nissan,Maxima,146560,2100,Lien,1,1998
White,Like New,4,Fwd,Gas,Honda,Crv,36137,25500,Rebuilt,1,2021
Black,Like New,4,4Wd,Gas,Honda,Crv,18615,26500,Rebuilt,1,2021
Silver,Like New,4,4Wd,Gas,Honda,Crv,21833,28500,Rebuilt,1,2021
Black,Good,6,Rwd,Gas,Ford,Mustang,126000,6300,Clean,0,2005
White,Excellent,4,Fwd,Gas,Jeep,Renegade,77000,8000,Rebuilt,1,2015
Silver,Good,8,4Wd,Gas,Lexus,Gx470,240000,8000,Clean,1,2003
Silver,Excellent,6,Rwd,Gas,Nissan,350Z,122000,6500,Clean,1,2004
Black,Like New,4,Rwd,Gas,Honda,S2000,71000,30000,Clean,0,2007
Brown,Excellent,4,Fwd,Gas,Hyundai,Tucson,40700,16900,Clean,1,2016
Black,Like New,4,Fwd,Gas,Audi,Tt,104000,5000,Clean,0,2002
Silver,Excellent,8,Rwd,Gas,Lincoln,Town,48971,11000,Clean,1,1985
Grey,Like New,4,Fwd,Gas,Nissan,Altima,54200,10700,Rebuilt,1,2018
Silver,Excellent,8,Rwd,Gas,Lincoln,Town,48971,11000,Clean,1,1985
Silver,Good,6,Fwd,Gas,Nissan,Altima,150030,3800,Clean,1,2008
Grey,Good,4,Fwd,Gas,Ford,Focus,125000,2100,Clean,1,2007
Silver,Excellent,4,Fwd,Gas,Nissan,Altima,62000,9000,Clean,1,2012
White,Good,8,Rwd,Gas,Gmc,Sierra,79400,8500,Clean,1,1999
Black,Good,8,Rwd,Diesel,Ford,F350,94236,35000,Clean,1,2015
Silver,Excellent,8,Rwd,Gas,Lincoln,Town,48971,11000,Clean,1,1985
Orange,Like New,4,Fwd,Gas,Nissan,Rogue,68000,14000,Rebuilt,1,2019
Black,Excellent,4,Fwd,Gas,Kia,Optima,100000,7500,Rebuilt,1,2013
Black,Excellent,6,Rwd,Gas,Bmw,328I,126000,6990,Clean,1,2011
Black,Good,4,Rwd,Gas,Bmw,Z3,81000,7600,Clean,1,1999
White,Like New,4,Fwd,Gas,Nissan,Versa,52179,7500,Rebuilt,1,2015
White,Excellent,8,Rwd,Gas,Toyota,Tundra,240000,9500,Clean,1,2008
Grey,Good,4,Fwd,Gas,Nissan,Rogue,180000,6500,Rebuilt,1,2015
Black,Excellent,4,Rwd,Gas,Hyundai,Genesis,60960,15000,Clean,0,2012
Silver,Excellent,6,Fwd,Gas,Ford,Explorer,132712,2500,Clean,1,2004
White,Good,6,Fwd,Gas,Toyota,Avalon,227000,3900,Clean,1,2010
Blue,Good,6,Rwd,Gas,Nissan,350Z,100200,11000,Clean,0,2007
Grey,Good,4,Fwd,Gas,Nissan,Altima,98300,8000,Clean,1,2012
Silver,Good,8,Rwd,Gas,Mercedes,S550,92000,12000,Clean,1,2007
Black,Excellent,4,4Wd,Gas,Audi,Q5,78000,23500,Rebuilt,1,2018
Grey,Like New,8,Rwd,Gas,Toyota,Sequoia,120000,10500,Clean,1,2010
Custom,Good,6,Rwd,Gas,Ford,F150,191000,5300,Clean,1,1995
White,Like New,6,Rwd,Gas,Ford,Expedition,6300,41800,Rebuilt,1,2021
Black,Excellent,6,Fwd,Gas,Mazda,6,159000,4900,Clean,1,2011
Blue,Like New,4,4Wd,Gas,Volvo,Xc90,23500,44900,Clean,1,2020
Silver,Excellent,6,Fwd,Gas,Toyota,Sienna,104222,13750,Clean,1,2012
White,Like New,6,4Wd,Gas,Infiniti,Q50,25666,24995,Rebuilt,1,2021
Silver,Excellent,6,4Wd,Gas,Infiniti,Q50,102000,12500,Rebuilt,1,2015
White,Good,6,Rwd,Gas,Ford,F150,225000,3495,Clean,0,2004
Black,Like New,6,Rwd,Gas,Cadillac,Cts,65000,6250,Clean,1,2006
Grey,Good,8,4Wd,Gas,Jeep,Grand,86400,6999,Clean,1,2005
White,Good,6,Rwd,Gas,Dodge,Ram,185000,6900,Clean,1,2014
White,Good,4,Fwd,Gas,Gmc,Terrain,133500,15000,Clean,1,2018
White,Excellent,6,Rwd,Gas,Bmw,328I,73000,6950,Clean,1,2009
White,Excellent,4,Rwd,Gas,Mazda,Miata,94000,10500,Clean,0,1996
White,New,4,Fwd,Gas,Kia,Soul,137000,8400,Clean,1,2018
Silver,Excellent,6,Fwd,Gas,Ford,Edge,80200,14700,Clean,1,2013
Silver,Like New,4,Fwd,Gas,Ford,Fiesta,149000,4500,Clean,1,2011
White,Excellent,4,Fwd,Gas,Kia,Soul,81900,10200,Clean,1,2015
Red,Excellent,8,Rwd,Gas,Chevrolet,Corvette,129000,11000,Clean,1,1987
Black,Excellent,8,Rwd,Gas,Dodge,Challenger,12000,39000,Clean,1,2008
White,Good,6,Fwd,Gas,Chevrolet,Equinox,157150,4200,Clean,1,2008
Grey,Like New,4,Fwd,Gas,Nissan,Versa,152000,3900,Clean,1,2012
Blue,Good,4,Fwd,Gas,Nissan,Versa,98500,3700,Clean,1,2012
Grey,Excellent,4,Fwd,Gas,Nissan,Altima,42,7900,Clean,1,2010
Black,Excellent,4,Fwd,Gas,Volkswagen,Tiguan,114025,6500,Clean,1,2012
Silver,Excellent,4,Fwd,Gas,Toyota,Corolla,61109,14900,Clean,1,2018
Black,New,6,Fwd,Gas,Lexus,Is,169000,6900,Clean,1,2012
Black,Like New,4,Fwd,Gas,Nissan,Versa,154000,4300,Clean,1,2015
Black,Good,6,4Wd,Gas,Mitsubishi,Montero,1,15000,Clean,1,2000
Black,Excellent,6,4Wd,Gas,Mercedes,E350,117920,4990,Clean,1,2008
Grey,Excellent,4,Fwd,Gas,Nissan,Versa,43000,10900,Rebuilt,1,2020
Silver,Excellent,8,Rwd,Gas,Cadillac,Dts,108000,3500,Clean,1,2007
White,Good,8,4Wd,Gas,Ford,Expedition,150000,5900,Clean,1,2008
Grey,Excellent,6,Fwd,Gas,Toyota,Sienna,117765,15995,Clean,1,2015
Black,Like New,6,Rwd,Gas,Ford,Mustang,64000,20388,Clean,1,2019
Silver,Like New,4,Fwd,Gas,Kia,Sorento,73000,12600,Rebuilt,1,2018
Grey,Like New,4,Fwd,Gas,Hyundai,Accent,66200,9800,Rebuilt,1,2019
Brown,Like New,4,Fwd,Gas,Volkswagen,Jetta,44000,6900,Rebuilt,1,2014
Black,Excellent,5,4Wd,Gas,Hummer,H3,156100,10000,Clean,1,2007
Grey,Like New,4,Fwd,Gas,Hyundai,Sonata,159,7900,Clean,1,2015
Blue,Like New,4,Fwd,Gas,Honda,Civic,51000,13500,Rebuilt,1,2019
Black,Excellent,8,Rwd,Gas,Chevrolet,Tahoe,89000,20200,Rebuilt,1,2015
Grey,Like New,4,Fwd,Gas,Ford,Focus,130000,3999,Clean,1,2007
Silver,Like New,4,Fwd,Gas,Chrysler,Pt,130000,4200,Clean,1,2005
White,Like New,4,4Wd,Gas,Nissan,Rogue,104000,10800,Clean,1,2014
Black,Excellent,4,Fwd,Gas,Jeep,Compass,200,5500,Clean,1,2016
Black,Excellent,6,Rwd,Gas,Infiniti,Fx35,199000,4900,Clean,1,2010
White,New,4,Fwd,Gas,Toyota,Corolla,117000,6595,Clean,1,2008
Black,Like New,4,Fwd,Gas,Honda,Accord,56774,15000,Clean,1,2017
Green,Fair,6,Rwd,Gas,Ford,Mustang,126000,2000,Clean,0,1999
White,Excellent,4,Rwd,Gas,Infiniti,Q50,62000,15000,Rebuilt,1,2018
White,Excellent,4,Fwd,Hybrid,Toyota,Prius,191475,9400,Clean,1,2013
Grey,Good,6,Fwd,Gas,Honda,Accord,145000,3700,Clean,1,2005
White,Excellent,8,Rwd,Gas,Chevrolet,Silverado,99500,19900,Rebuilt,1,2015
Black,Good,4,Fwd,Gas,Toyota,Corolla,97580,8000,Clean,1,2010
White,Excellent,4,Fwd,Gas,Volkswagen,Jetta,64000,9500,Rebuilt,1,2017
Red,Fair,6,Fwd,Gas,Ford,Taurus,141000,1500,Clean,1,2000
Black,Excellent,8,Rwd,Gas,Hyundai,Genesis,121000,9000,Clean,1,2012
Black,Excellent,6,Fwd,Gas,Dodge,Grand,123000,8600,Clean,1,2013
Silver,Fair,4,Rwd,Gas,Hyundai,Genesis,145000,4000,Clean,1,2012
White,Excellent,8,Rwd,Gas,Ford,Expedition,231000,2500,Clean,1,1998
Black,Like New,4,4Wd,Gas,Subaru,Wrx,79500,28900,Clean,0,2015
Black,Good,6,Fwd,Gas,Lexus,Es,125644,8200,Clean,1,2007
Grey,Excellent,6,Fwd,Gas,Lexus,Es350,39206,12000,Rebuilt,1,2012
Grey,Excellent,4,Fwd,Gas,Toyota,Camry,126100,13000,Clean,1,2014
White,Like New,4,Fwd,Gas,Chevrolet,Cruze,41000,10200,Rebuilt,1,2018
Red,Like New,4,Fwd,Gas,Nissan,Sentra,36000,10200,Rebuilt,1,2017
Grey,Like New,8,4Wd,Gas,Ford,F150,87000,19950,Clean,1,2013
Grey,Good,8,Rwd,Gas,Mercedes,S550,85000,26900,Clean,1,2014
Grey,Like New,4,Fwd,Gas,Toyota,Corolla,45300,10999,Rebuilt,1,2016
Black,Fair,8,4Wd,Gas,Chevrolet,Suburban,187000,3800,Clean,1,2007
Silver,Excellent,8,Rwd,Gas,Mercedes,Sl500,98000,9500,Clean,1,2003
Silver,Excellent,4,Fwd,Gas,Porsche,Boxster,169000,7500,Rebuilt,1,2002
White,Excellent,8,Rwd,Gas,Ford,F250,47226,19900,Clean,1,2007
White,Good,8,Fwd,Gas,Ford,F550,70420,23000,Clean,1,2013
Black,Good,6,4Wd,Gas,Jeep,Wrangler,124,7500,Clean,1,1999
White,Excellent,8,Rwd,Gas,Dodge,Ram,89000,23500,Clean,1,2019
Blue,Good,6,Fwd,Gas,Chevrolet,Equinox,96500,3300,Clean,1,2006
White,Excellent,8,Rwd,Gas,Ford,F250,61716,13900,Clean,1,2004
Red,Excellent,6,Rwd,Diesel,Mercedes,Sprinter,90000,38000,Rebuilt,1,2018
Grey,Like New,4,Fwd,Gas,Hyundai,Santa,99000,9900,Clean,1,2017
Silver,Good,4,Fwd,Gas,Toyota,Corolla,157500,5200,Clean,1,2009
Blue,Excellent,6,4Wd,Gas,Ford,Explorer,54000,16000,Rebuilt,1,2018
Black,Excellent,4,Fwd,Gas,Nissan,Sentra,138000,4500,Clean,1,2010
Black,Excellent,4,Fwd,Gas,Nissan,Sentra,138000,4500,Clean,1,2010
Red,Excellent,8,Rwd,Gas,Ford,Mustang,105769,16850,Clean,0,2012
Grey,Fair,6,Rwd,Gas,Mercedes,E350,150000,2500,Clean,1,2006
Black,Fair,8,Rwd,Gas,Mercedes,Sl500,173000,4400,Clean,1,1996
Brown,Excellent,4,Fwd,Gas,Toyota,Corolla,153861,8850,Clean,1,2016
Black,Excellent,6,Rwd,Gas,Bmw,535I,103287,15500,Clean,1,2014
Blue,Good,8,Rwd,Gas,Dodge,Dakota,190000,2800,Clean,1,2000
Grey,Good,8,Rwd,Gas,Toyota,Tundra,199400,9000,Clean,1,2005
Black,Good,8,Rwd,Gas,Chevrolet,Tahoe,128827,13000,Clean,1,2012
Silver,Good,4,Fwd,Gas,Honda,Accord,71800,4500,Clean,1,2001
Blue,Good,4,Fwd,Gas,Audi,A3,132070,5400,Clean,1,2009
Silver,New,4,4Wd,Gas,Honda,Crv,30000,19500,Clean,1,2018
White,Like New,6,Rwd,Gas,Chevrolet,Astro,105776,7650,Clean,1,2001
Grey,Excellent,4,Fwd,Gas,Toyota,Camry,119500,11300,Clean,1,2012
White,Excellent,4,Rwd,Gas,Volkswagen,Tiguan,144000,3800,Clean,1,2009
Blue,Good,6,Fwd,Gas,Dodge,Grand,81000,14500,Clean,1,2016
Blue,Good,6,Rwd,Gas,Bmw,335I,89000,10750,Clean,1,2010
Black,Excellent,6,4Wd,Gas,Jeep,Wrangler,94000,18900,Clean,1,2004
White,Good,8,4Wd,Gas,Ford,F250,167000,9000,Clean,1,2016
Blue,Excellent,6,Rwd,Gas,Porsche,Boxster,40000,45000,Clean,0,1999
White,Excellent,4,Fwd,Hybrid,Chevrolet,Volt,62000,16000,Clean,1,2017
Black,Like New,6,Rwd,Gas,Nissan,Pathfinder,68000,15990,Clean,1,2019
White,Like New,8,Rwd,Gas,Ford,E350,174000,26999,Clean,1,2015
Silver,Like New,6,Rwd,Gas,Toyota,Tacoma,110000,16990,Clean,1,2012
Grey,Like New,6,Rwd,Gas,Nissan,Pathfinder,115000,10990,Clean,1,2014
Purple,Excellent,6,Fwd,Gas,Nissan,Rogue,106041,8500,Clean,1,2013
Silver,Like New,4,Fwd,Gas,Nissan,Altima,129000,6900,Clean,1,2016
Black,Good,6,Rwd,Diesel,Dodge,Ram,117000,16000,Clean,0,1991
Black,Excellent,4,Rwd,Gas,Cadillac,Ats,145000,7500,Clean,1,2013
White,Like New,8,4Wd,Gas,Chevrolet,Silverado,145000,29750,Clean,1,2016
Brown,Good,6,Fwd,Gas,Toyota,Camry,160000,4000,Clean,1,2004
Silver,Excellent,6,Fwd,Gas,Toyota,Highlander,126000,5200,Clean,1,2004
Grey,Excellent,6,Rwd,Gas,Ford,Mustang,42055,24900,Clean,1,2020
Red,Excellent,4,4Wd,Gas,Jeep,Patriot,46139,8999,Clean,1,2010
Black,Good,4,Fwd,Gas,Dodge,Journey,140985,4500,Clean,1,2013
Red,Excellent,6,4Wd,Gas,Mercedes,C300,135000,12000,Clean,1,2014
White,Excellent,4,Rwd,Gas,Ford,Ranger,218000,2650,Clean,1,1999
Blue,Good,4,Fwd,Gas,Ford,Fusion,149000,2750,Rebuilt,1,2007
Black,Good,6,4Wd,Diesel,Dodge,Ram,199000,19900,Clean,1,2009
White,Excellent,4,Fwd,Gas,Toyota,Corolla,142776,12000,Clean,1,2015
White,Fair,8,4Wd,Gas,Dodge,Durango,180000,3500,Clean,1,2005
Blue,Excellent,6,Rwd,Gas,Porsche,Boxster,78000,25000,Clean,1,2005
Silver,Good,4,Fwd,Gas,Acura,Tl,122176,4000,Clean,1,2003
Black,Like New,6,4Wd,Gas,Jeep,Liberty,136000,8700,Clean,1,2011
Black,Excellent,4,Fwd,Diesel,Buick,Regal,124323,5300,Clean,1,2011
Silver,Excellent,8,Rwd,Gas,Mercedes,Sl500,96000,9700,Clean,1,2003
White,Good,6,Rwd,Gas,Ford,Mustang,72000,7650,Clean,1,2005
Black,Excellent,8,4Wd,Gas,Audi,S5,52000,40499,Clean,1,2018
White,Excellent,8,Rwd,Gas,Toyota,Tundra,240000,10900,Clean,1,2008
Silver,Excellent,6,Fwd,Gas,Chrysler,Town,154150,6950,Clean,1,2013
Red,Good,4,Fwd,Gas,Toyota,Camry,141548,7500,Clean,1,2009
Black,Excellent,4,Fwd,Gas,Audi,Q5,117000,12750,Clean,1,2016
Grey,Like New,4,Fwd,Gas,Hyundai,Sonata,157,7900,Clean,1,2015
Silver,Fair,6,Fwd,Gas,Buick,Lacrosse,160000,1200,Rebuilt,1,2005
Silver,Excellent,4,Fwd,Gas,Honda,Odyssey,180000,3200,Clean,1,2001
Custom,Fair,8,Rwd,Gas,Chrysler,300,140000,2500,Clean,1,2006
Green,Like New,6,4Wd,Gas,Jeep,Wrangler,38500,38500,Clean,0,1995
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,23000,5900,Clean,1,2011
White,Like New,6,Rwd,Gas,Ford,F150,14800,27900,Rebuilt,1,2021
Red,Excellent,5,Fwd,Gas,Volvo,S60,166000,3200,Clean,1,2005
Black,Excellent,6,Fwd,Gas,Chevrolet,Equinox,186500,3000,Clean,1,2005
Blue,Like New,8,Rwd,Gas,Ford,Mustang,107,34800,Clean,0,2011
Grey,Good,6,Rwd,Gas,Porsche,Boxster,48500,18500,Clean,0,2003
Red,Like New,4,Fwd,Gas,Volkswagen,Jetta,120968,10500,Clean,0,2014
White,Excellent,4,Fwd,Gas,Kia,Sorento,74000,11000,Clean,1,2016
Brown,Fair,6,Fwd,Gas,Ford,Fusion,165000,1800,Clean,1,2007
White,Excellent,4,Fwd,Gas,Mazda,6,62500,18500,Clean,1,2017
Grey,Like New,6,Fwd,Gas,Buick,Enclave,10000,8000,Clean,1,2013
White,Excellent,8,4Wd,Gas,Ford,F250,75000,43500,Clean,1,2020
Silver,Like New,4,Fwd,Gas,Toyota,Corolla,1500,17500,Rebuilt,1,2021
Orange,Excellent,4,Fwd,Gas,Hyundai,Elantra,102000,7800,Rebuilt,1,2012
Red,Excellent,4,4Wd,Gas,Land Rover,Range,90000,26500,Clean,1,2015
Silver,Excellent,4,Fwd,Gas,Toyota,Corolla,19000,20000,Clean,1,2022
Silver,Good,6,4Wd,Gas,Nissan,Murano,102777,4900,Clean,1,2009
Brown,Excellent,6,Fwd,Gas,Honda,Odyssey,53000,21900,Rebuilt,1,2018
Red,Excellent,6,Fwd,Gas,Toyota,Camry,85000,7900,Clean,1,2006
White,Good,8,Rwd,Gas,Ford,Expedition,167000,3700,Clean,1,2007
Blue,Excellent,8,Rwd,Gas,Chevrolet,Camaro,76000,26500,Clean,1,2013
White,Excellent,4,Fwd,Gas,Kia,Sportage,112000,8245,Clean,1,2013
Silver,Good,4,Fwd,Gas,Toyota,Rav4,138000,7950,Clean,1,2009
Brown,Good,4,Fwd,Gas,Honda,Crv,199000,7950,Clean,1,2009
Black,Good,5,Fwd,Gas,Volkswagen,Jetta,120000,4799,Clean,1,2009
Black,Excellent,6,4Wd,Gas,Jeep,Wrangler,139500,22500,Clean,1,2014
Blue,Good,4,Fwd,Gas,Chevrolet,Malibu,55000,16500,Rebuilt,1,2020
Black,Good,6,4Wd,Gas,Honda,Odyssey,137000,1500,Clean,1,2003
White,Excellent,4,Rwd,Gas,Ford,Ranger,101323,8500,Clean,1,2009
Black,Good,6,4Wd,Diesel,Dodge,Ram,332000,19999,Clean,1,2006
Black,Excellent,6,Fwd,Gas,Lexus,Rx,153500,10945,Clean,1,2010
Red,Fair,8,Rwd,Gas,Toyota,Tundra,281500,10100,Clean,1,2007
Silver,Good,8,Rwd,Gas,Lexus,Ls,249210,5900,Clean,1,2001
Black,Like New,4,4Wd,Gas,Hyundai,Tucson,21039,27999,Clean,1,2020
White,Excellent,4,Fwd,Gas,Hyundai,Sonata,99860,9800,Clean,1,2015
Black,Good,6,Rwd,Gas,Ford,Mustang,180000,4000,Clean,1,2011
Silver,Excellent,8,Rwd,Gas,Ford,F150,182000,7500,Clean,1,2008
Black,Excellent,4,Fwd,Hybrid,Toyota,Prius,210780,6500,Clean,1,2011
Black,Excellent,6,Fwd,Gas,Dodge,Journey,146000,4300,Clean,1,2009
White,Excellent,8,Rwd,Gas,Ford,F150,167000,6995,Clean,1,2013
Blue,Like New,6,Fwd,Gas,Hyundai,Sonata,136000,7500,Clean,1,2013
Blue,Excellent,4,Fwd,Gas,Chevrolet,Cruze,136000,5900,Clean,1,2012
Silver,Excellent,4,Fwd,Gas,Chevrolet,Hhr,124000,5500,Clean,1,2011
Silver,Excellent,6,Fwd,Gas,Ford,Escape,148000,3800,Clean,1,2005
Grey,Excellent,6,Rwd,Gas,Ford,F150,31500,30500,Clean,1,2017
Black,Good,6,Rwd,Gas,Bmw,328I,155000,1300,Clean,1,1997
Grey,Good,4,Fwd,Gas,Toyota,Camry,100000,8500,Rebuilt,1,2014
White,Good,6,Rwd,Gas,Infiniti,G35,183000,3500,Clean,1,2008
Green,Like New,4,4Wd,Gas,Jeep,Renegade,72000,10900,Rebuilt,1,2018
Silver,Excellent,4,Fwd,Hybrid,Toyota,Prius,212000,6999,Clean,1,2010
White,Good,6,Fwd,Gas,Chevrolet,Malibu,130813,4950,Clean,1,2010
White,Good,8,Rwd,Gas,Ford,Mustang,90000,6500,Clean,1,1996
White,Like New,4,Fwd,Hybrid,Honda,Accord,18250,31000,Clean,1,2020
White,Fair,8,Rwd,Gas,Ford,E250,184000,3000,Clean,1,2005
Black,Excellent,6,Rwd,Gas,Infiniti,Fx35,100000,6750,Clean,1,2006
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,145000,6500,Clean,1,2007
White,Good,5,Rwd,Gas,Lincoln,Town,54000,16000,Clean,1,1987
Black,Good,6,Fwd,Gas,Nissan,Maxima,121987,6000,Clean,1,2011
Grey,Good,4,Fwd,Gas,Audi,A4,179000,3300,Clean,1,2006
Grey,Excellent,4,4Wd,Gas,Nissan,Altima,118582,9000,Clean,1,2016
White,Good,6,Fwd,Gas,Chevrolet,Traverse,130000,5400,Clean,1,2012
Blue,Excellent,6,Rwd,Diesel,Mercedes,E350,137000,11900,Clean,1,2012
Blue,Good,6,Fwd,Gas,Chevrolet,Traverse,170000,3900,Clean,1,2010
White,Excellent,8,Rwd,Diesel,Ford,F150,39000,45000,Clean,1,2019
White,Like New,4,Rwd,Gas,Ford,Transit,13000,30000,Salvage,1,2022
Black,Like New,6,Rwd,Gas,Lexus,Gs,89500,13400,Clean,1,2007
Grey,Excellent,4,Fwd,Gas,Nissan,Altima,124000,6000,Clean,1,2013
Grey,Like New,4,Fwd,Gas,Nissan,Altima,88000,5900,Clean,1,2008
White,Good,4,4Wd,Diesel,Mercedes,Sprinter,113000,38000,Clean,1,2017
White,Excellent,4,Rwd,Gas,Honda,Accord,107000,10000,Clean,1,2011
Silver,Excellent,4,Fwd,Gas,Chevrolet,Malibu,164000,2750,Clean,1,2010
Black,Good,6,4Wd,Gas,Bmw,325I,167325,2490,Clean,1,2003
White,Excellent,6,Fwd,Gas,Toyota,Sienna,117351,15995,Clean,1,2011
Silver,Excellent,4,Rwd,Gas,Nissan,Rogue,65000,10500,Rebuilt,1,2016
Black,Excellent,8,Rwd,Gas,Toyota,Tundra,263716,15000,Clean,1,2012
Black,Like New,6,4Wd,Gas,Ford,Edge,183000,6995,Clean,1,2013
Black,Like New,6,4Wd,Gas,Ford,Edge,18300,5995,Clean,1,2013
